Ano;Unidade Geográfica;Localização;Dependência Administrativa;Total Aprovação no Ens. Fundamental;Total Aprovação Médio;Total  Aprovação Médio Não-Seriado;Total Reprovação no Ens. Fundamental;Total Reprovação no Ens. Médio;Total  Reprovação Médio Não-Seriado;Total Abandono no Ens. Fundamental;Total Abandono Médio;Total  Abandono Médio Não-Seriado;;;;;;;;;
2017;Centro-Oeste;Urbana;Municipal;93,6;89,3;--;5,7;5,8;--;0,7;4,9;--;;;;;;;;;
2017;Centro-Oeste;Rural;Municipal;91,3;93,3;--;6,9;4,8;--;1,8;1,9;--;;;;;;;;;
2017;Centro-Oeste;Urbana;Particular;98,4;95,9;100,0;1,5;3,9;0,0;0,1;0,2;0,0;;;;;;;;;
2017;Centro-Oeste;Rural;Particular;97,0;95,2;--;3,0;4,4;--;0,0;0,4;--;;;;;;;;;
2017;Centro-Oeste;Urbana;Pública;92,9;82,0;80,8;6,0;11,5;10,7;1,1;6,5;8,5;;;;;;;;;
2017;Centro-Oeste;Rural;Pública;91,9;79,3;74,9;6,4;12,5;15,3;1,7;8,2;9,8;;;;;;;;;
2017;Mato Grosso do Sul;Urbana;Federal;94,6;88,0;87,6;5,4;7,7;7,4;0,0;4,3;5,0;;;;;;;;;
2017;Mato Grosso do Sul;Rural;Federal;--;82,4;82,4;--;12,7;12,7;--;4,9;4,9;;;;;;;;;
2017;Mato Grosso do Sul;Urbana;Estadual;87,4;78,7;76,4;10,0;12,8;15,9;2,6;8,5;7,7;;;;;;;;;
2017;Mato Grosso do Sul;Rural;Estadual;87,6;76,7;77,5;9,6;11,1;18,7;2,8;12,2;3,8;;;;;;;;;
2017;Mato Grosso do Sul;Urbana;Municipal;89,1;--;--;10,3;--;--;0,6;--;--;;;;;;;;;
2017;Mato Grosso do Sul;Rural;Municipal;84,2;97,5;--;12,9;2,5;--;2,9;0,0;--;;;;;;;;;
2017;Mato Grosso do Sul;Urbana;Particular;98,3;95,9;100,0;1,6;3,9;0,0;0,1;0,2;0,0;;;;;;;;;
2017;Mato Grosso do Sul;Rural;Particular;94,7;90,6;--;5,3;9,1;--;0,0;0,3;--;;;;;;;;;
2017;Mato Grosso do Sul;Urbana;Pública;88,4;79,1;83,6;10,2;12,6;10,5;1,4;8,3;5,9;;;;;;;;;
2017;Mato Grosso do Sul;Rural;Pública;84,8;77,7;81,3;12,3;11,1;14,1;2,9;11,2;4,6;;;;;;;;;
2017;Mato Grosso;Urbana;Federal;--;91,6;94,4;--;7,7;5,6;--;0,7;0,0;;;;;;;;;
2017;Mato Grosso;Rural;Federal;--;88,4;--;--;11,1;--;--;0,5;--;;;;;;;;;
2017;Mato Grosso;Urbana;Estadual;97,0;69,7;67,2;1,9;18,5;12,6;1,1;11,8;20,2;;;;;;;;;
2017;Mato Grosso;Rural;Estadual;97,5;74,9;73,2;1,3;15,1;15,6;1,2;10,0;11,2;;;;;;;;;
2017;Mato Grosso;Urbana;Municipal;96,7;--;--;3,0;--;--;0,3;--;--;;;;;;;;;
2017;Mato Grosso;Rural;Municipal;95,8;--;--;2,9;--;--;1,3;--;--;;;;;;;;;
2017;Mato Grosso;Urbana;Particular;98,6;96,2;--;1,3;3,5;--;0,1;0,3;--;;;;;;;;;
2017;Mato Grosso;Rural;Particular;94,7;90,9;--;5,3;9,1;--;0,0;0,0;--;;;;;;;;;
2017;Mato Grosso;Urbana;Pública;96,9;70,6;70,8;2,5;18,0;11,7;0,6;11,4;17,5;;;;;;;;;
2017;Mato Grosso;Rural;Pública;96,4;76,0;73,2;2,4;14,8;15,6;1,2;9,2;11,2;;;;;;;;;
2017;Goiás;Urbana;Federal;94,9;89,6;--;4,9;8,2;--;0,2;2,2;--;;;;;;;;;
2017;Goiás;Rural;Federal;--;89,9;--;--;9,1;--;--;1,0;--;;;;;;;;;
2017;Goiás;Urbana;Estadual;95,3;91,9;91,3;3,6;5,4;4,3;1,1;2,7;4,4;;;;;;;;;
2017;Goiás;Rural;Estadual;96,0;94,5;--;3,0;3,4;--;1,0;2,1;--;;;;;;;;;
2017;Goiás;Urbana;Municipal;94,3;89,3;--;4,9;5,8;--;0,8;4,9;--;;;;;;;;;
2017;Goiás;Rural;Municipal;93,4;87,4;--;5,5;8,0;--;1,1;4,6;--;;;;;;;;;
2017;Goiás;Urbana;Particular;98,4;96,0;--;1,5;3,6;--;0,1;0,4;--;;;;;;;;;
2017;Goiás;Rural;Particular;97,8;96,8;--;2,2;2,5;--;0,0;0,7;--;;;;;;;;;
2017;Goiás;Urbana;Pública;94,7;91,8;91,3;4,4;5,4;4,3;0,9;2,8;4,4;;;;;;;;;
2017;Goiás;Rural;Pública;93,8;92,5;--;5,1;5,8;--;1,1;1,7;--;;;;;;;;;
2017;Distrito Federal;Urbana;Federal;98,0;88,6;--;2,0;9,9;--;0,0;1,5;--;;;;;;;;;
2017;Distrito Federal;Rural;Federal;--;78,2;--;--;18,1;--;--;3,7;--;;;;;;;;;
2017;Distrito Federal;Urbana;Estadual;88,7;78,2;--;9,7;15,6;--;1,6;6,2;--;;;;;;;;;
2017;Distrito Federal;Rural;Estadual;89,2;82,9;--;9,7;11,7;--;1,1;5,4;--;;;;;;;;;
2017;Distrito Federal;Urbana;Particular;98,5;95,5;--;1,5;4,4;--;0,0;0,1;--;;;;;;;;;
2017;Distrito Federal;Rural;Particular;99,0;98,0;--;1,0;2,0;--;0,0;0,0;--;;;;;;;;;
2017;Distrito Federal;Urbana;Pública;88,7;78,4;--;9,7;15,5;--;1,6;6,1;--;;;;;;;;;
2017;Distrito Federal;Rural;Pública;89,2;82,3;--;9,7;12,4;--;1,1;5,3;--;;;;;;;;;
2018;Brasil;Urbana;Federal;94,5;87,2;87,1;5,3;10,9;10,1;0,2;1,9;2,8;;;;;;;;;
2018;Brasil;Rural;Federal;92,9;88,5;89,3;7,1;9,9;5,8;0,0;1,6;4,9;;;;;;;;;
2018;Brasil;Urbana;Estadual;90,3;81,4;77,5;8,0;11,6;16,8;1,7;7,0;5,7;;;;;;;;;
2018;Brasil;Rural;Estadual;88,5;83,7;78,1;8,7;8,5;14,2;2,8;7,8;7,7;;;;;;;;;
2018;Brasil;Urbana;Municipal;91,0;86,6;44,8;7,6;9,1;37,8;1,4;4,3;17,4;;;;;;;;;
2018;Brasil;Rural;Municipal;87,4;82,7;72,0;9,9;6,7;4,0;2,7;10,6;24,0;;;;;;;;;
2018;Brasil;Urbana;Particular;98,0;96,0;94,8;1,9;3,7;2,6;0,1;0,3;2,6;;;;;;;;;
2018;Brasil;Rural;Particular;96,2;93,3;77,4;3,4;4,0;0,0;0,4;2,7;22,6;;;;;;;;;
2018;Brasil;Urbana;Pública;90,7;81,6;80,1;7,7;11,6;15,0;1,6;6,8;4,9;;;;;;;;;
2018;Brasil;Rural;Pública;87,5;84,1;80,2;9,8;8,5;12,6;2,7;7,4;7,2;;;;;;;;;
2018;Norte;Urbana;Federal;94,2;86,9;100,0;5,8;10,5;0,0;0,0;2,6;0,0;;;;;;;;;
2018;Norte;Rural;Federal;--;89,0;97,2;--;10,1;2,0;--;0,9;0,8;;;;;;;;;
2018;Norte;Urbana;Estadual;89,2;78,9;79,3;8,1;9,5;4,7;2,7;11,6;16,0;;;;;;;;;
2018;Norte;Rural;Estadual;85,9;82,5;81,8;9,1;6,3;1,5;5,0;11,2;16,7;;;;;;;;;
2018;Norte;Urbana;Municipal;89,0;83,9;--;9,0;13,6;--;2,0;2,5;--;;;;;;;;;
2018;Norte;Rural;Municipal;82,5;--;--;12,7;--;--;4,8;--;--;;;;;;;;;
2018;Norte;Urbana;Particular;98,3;96,6;--;1,5;3,1;--;0,2;0,3;--;;;;;;;;;
2018;Norte;Rural;Particular;96,2;94,2;87,2;3,3;2,6;0,0;0,5;3,2;12,8;;;;;;;;;
2018;Norte;Urbana;Pública;89,1;79,1;79,3;8,7;9,5;4,6;2,2;11,4;16,1;;;;;;;;;
2018;Norte;Rural;Pública;82,9;82,7;94,8;12,2;6,5;1,9;4,9;10,8;3,3;;;;;;;;;
2018;Rondônia;Urbana;Federal;--;91,1;--;--;8,4;--;--;0,5;--;;;;;;;;;
2018;Rondônia;Rural;Federal;--;91,5;--;--;7,3;--;--;1,2;--;;;;;;;;;
2018;Rondônia;Urbana;Estadual;90,9;83,7;90,3;7,1;8,9;3,0;2,0;7,4;6,7;;;;;;;;;
2018;Rondônia;Rural;Estadual;84,3;84,6;88,2;11,5;5,0;0,0;4,2;10,4;11,8;;;;;;;;;
2018;Rondônia;Urbana;Municipal;92,7;--;--;6,7;--;--;0,6;--;--;;;;;;;;;
2018;Rondônia;Rural;Municipal;89,2;--;--;8,9;--;--;1,9;--;--;;;;;;;;;
2018;Rondônia;Urbana;Particular;98,2;94,3;--;1,7;5,5;--;0,1;0,2;--;;;;;;;;;
2018;Rondônia;Rural;Particular;98,7;92,7;--;1,1;4,8;--;0,2;2,5;--;;;;;;;;;
2018;Rondônia;Urbana;Pública;91,8;84,2;90,3;6,9;8,9;3,0;1,3;6,9;6,7;;;;;;;;;
2018;Rondônia;Rural;Pública;88,3;86,4;88,2;9,4;5,6;0,0;2,3;8,0;11,8;;;;;;;;;
2018;Acre;Urbana;Federal;89,9;85,9;--;10,1;9,4;--;0,0;4,7;--;;;;;;;;;
2018;Acre;Urbana;Estadual;94,7;83,9;--;4,3;9,8;--;1,0;6,3;--;;;;;;;;;
2018;Acre;Rural;Estadual;87,5;88,7;--;7,1;3,4;--;5,4;7,9;--;;;;;;;;;
2018;Acre;Urbana;Municipal;93,1;--;--;6,1;--;--;0,8;--;--;;;;;;;;;
2018;Acre;Rural;Municipal;84,7;--;--;10,8;--;--;4,5;--;--;;;;;;;;;
2018;Acre;Urbana;Particular;99,3;97,3;--;0,7;2,7;--;0,0;0,0;--;;;;;;;;;
2018;Acre;Urbana;Pública;94,2;84,0;--;4,9;9,7;--;0,9;6,3;--;;;;;;;;;
2018;Acre;Rural;Pública;86,0;88,7;--;9,0;3,4;--;5,0;7,9;--;;;;;;;;;
2018;Amazonas;Urbana;Federal;97,3;86,9;--;2,7;11,0;--;0,0;2,1;--;;;;;;;;;
2018;Amazonas;Rural;Federal;--;88,6;--;--;11,4;--;--;0,0;--;;;;;;;;;
2018;Amazonas;Urbana;Estadual;92,2;81,1;--;5,5;7,5;--;2,3;11,4;--;;;;;;;;;
2018;Amazonas;Rural;Estadual;88,4;84,7;--;6,9;5,7;--;4,7;9,6;--;;;;;;;;;
2018;Amazonas;Urbana;Municipal;90,8;--;--;7,3;--;--;1,9;--;--;;;;;;;;;
2018;Amazonas;Rural;Municipal;84,9;--;--;9,6;--;--;5,5;--;--;;;;;;;;;
2018;Amazonas;Urbana;Particular;98,3;95,6;--;1,5;4,2;--;0,2;0,2;--;;;;;;;;;
2018;Amazonas;Rural;Particular;98,9;100,0;--;1,1;0,0;--;0,0;0,0;--;;;;;;;;;
2018;Amazonas;Urbana;Pública;91,4;81,3;--;6,5;7,6;--;2,1;11,1;--;;;;;;;;;
2018;Amazonas;Rural;Pública;85,2;84,7;--;9,4;5,8;--;5,4;9,5;--;;;;;;;;;
2018;Roraima;Urbana;Federal;96,9;93,2;100,0;3,1;5,4;0,0;0,0;1,4;0,0;;;;;;;;;
2018;Roraima;Rural;Federal;--;94,2;97,2;--;4,8;2,0;--;1,0;0,8;;;;;;;;;
2018;Roraima;Urbana;Estadual;88,6;81,4;--;8,9;10,8;--;2,5;7,8;--;;;;;;;;;
2018;Roraima;Rural;Estadual;88,2;81,7;--;7,1;5,1;--;4,7;13,2;--;;;;;;;;;
2018;Roraima;Urbana;Municipal;93,4;--;--;6,0;--;--;0,6;--;--;;;;;;;;;
2018;Roraima;Rural;Municipal;89,4;--;--;8,7;--;--;1,9;--;--;;;;;;;;;
2018;Roraima;Urbana;Particular;97,8;96,0;--;2,2;3,8;--;0,0;0,2;--;;;;;;;;;
2018;Roraima;Rural;Particular;--;100,0;--;--;0,0;--;--;0,0;--;;;;;;;;;
2018;Roraima;Urbana;Pública;91,2;82,2;100,0;7,4;10,4;0,0;1,4;7,4;0,0;;;;;;;;;
2018;Roraima;Rural;Pública;88,6;83,2;97,2;7,7;5,1;2,0;3,7;11,7;0,8;;;;;;;;;
2018;Pará;Urbana;Federal;93,2;85,7;--;6,6;10,5;--;0,2;3,8;--;;;;;;;;;
2018;Pará;Rural;Federal;--;81,3;--;--;17,5;--;--;1,2;--;;;;;;;;;
2018;Pará;Urbana;Estadual;84,3;75,8;75,3;11,1;10,1;5,3;4,6;14,1;19,4;;;;;;;;;
2018;Pará;Rural;Estadual;85,1;78,4;72,7;8,7;7,1;0,0;6,2;14,5;27,3;;;;;;;;;
2018;Pará;Urbana;Municipal;86,5;83,9;--;10,8;13,6;--;2,7;2,5;--;;;;;;;;;
2018;Pará;Rural;Municipal;80,4;--;--;14,4;--;--;5,2;--;--;;;;;;;;;
2018;Pará;Urbana;Particular;98,3;97,2;--;1,5;2,4;--;0,2;0,4;--;;;;;;;;;
2018;Pará;Rural;Particular;92,8;94,2;71,4;7,0;1,1;0,0;0,2;4,7;28,6;;;;;;;;;
2018;Pará;Urbana;Pública;86,0;75,9;75,3;10,8;10,1;5,3;3,2;14,0;19,4;;;;;;;;;
2018;Pará;Rural;Pública;80,6;78,4;72,7;14,3;7,2;0,0;5,1;14,4;27,3;;;;;;;;;
2018;Amapá;Urbana;Federal;--;85,6;--;--;13,7;--;--;0,7;--;;;;;;;;;
2018;Amapá;Urbana;Estadual;84,6;73,1;80,0;12,4;15,5;0,0;3,0;11,4;20,0;;;;;;;;;
2018;Amapá;Rural;Estadual;81,9;72,8;--;13,9;12,2;--;4,2;15,0;--;;;;;;;;;
2018;Amapá;Urbana;Municipal;89,8;--;--;8,8;--;--;1,4;--;--;;;;;;;;;
2018;Amapá;Rural;Municipal;85,7;--;--;12,3;--;--;2,0;--;--;;;;;;;;;
2018;Amapá;Urbana;Particular;99,4;98,2;--;0,6;1,7;--;0,0;0,1;--;;;;;;;;;
2018;Amapá;Rural;Particular;79,7;89,0;93,9;9,4;3,3;0,0;10,9;7,7;6,1;;;;;;;;;
2018;Amapá;Urbana;Pública;86,8;73,8;80,0;10,8;15,4;0,0;2,4;10,8;20,0;;;;;;;;;
2018;Amapá;Rural;Pública;83,1;72,8;--;13,4;12,2;--;3,5;15,0;--;;;;;;;;;
2018;Tocantins;Urbana;Federal;--;81,8;--;--;13,2;--;--;5,0;--;;;;;;;;;
2018;Tocantins;Rural;Federal;--;85,4;--;--;14,2;--;--;0,4;--;;;;;;;;;
2018;Tocantins;Urbana;Estadual;88,1;85,5;--;10,1;9,3;--;1,8;5,2;--;;;;;;;;;
2018;Tocantins;Rural;Estadual;85,0;84,0;81,6;10,2;9,0;2,6;4,8;7,0;15,8;;;;;;;;;
2018;Tocantins;Urbana;Municipal;93,3;--;--;6,3;--;--;0,4;--;--;;;;;;;;;
2018;Tocantins;Rural;Municipal;90,4;--;--;8,4;--;--;1,2;--;--;;;;;;;;;
2018;Tocantins;Urbana;Particular;98,2;94,3;--;1,7;5,5;--;0,1;0,2;--;;;;;;;;;
2018;Tocantins;Rural;Particular;99,4;99,1;--;0,6;0,9;--;0,0;0,0;--;;;;;;;;;
2018;Tocantins;Urbana;Pública;91,2;85,3;--;7,8;9,5;--;1,0;5,2;--;;;;;;;;;
2018;Tocantins;Rural;Pública;88,9;84,3;81,6;8,9;9,9;2,6;2,2;5,8;15,8;;;;;;;;;
2018;Nordeste;Urbana;Federal;96,2;83,5;80,7;3,8;13,8;17,1;0,0;2,7;2,2;;;;;;;;;
2018;Nordeste;Rural;Federal;92,9;87,5;80,6;7,1;9,8;9,0;0,0;2,7;10,4;;;;;;;;;
2018;Nordeste;Urbana;Estadual;82,3;81,7;77,3;14,2;10,9;17,6;3,5;7,4;5,1;;;;;;;;;
2018;Nordeste;Rural;Estadual;82,8;83,1;83,0;12,9;8,9;12,0;4,3;8,0;5,0;;;;;;;;;
2018;Nordeste;Urbana;Municipal;87,4;70,5;--;10,0;8,6;--;2,6;20,9;--;;;;;;;;;
2018;Nordeste;Rural;Municipal;87,7;81,1;72,0;9,8;6,6;4,0;2,5;12,3;24,0;;;;;;;;;
2018;Nordeste;Urbana;Particular;97,6;95,5;90,1;2,1;4,0;3,2;0,3;0,5;6,7;;;;;;;;;
2018;Nordeste;Rural;Particular;95,9;91,4;64,9;3,4;3,5;0,0;0,7;5,1;35,1;;;;;;;;;
2018;Nordeste;Urbana;Pública;86,7;81,7;77,7;10,6;11,0;17,6;2,7;7,3;4,7;;;;;;;;;
2018;Nordeste;Rural;Pública;87,5;83,3;82,4;9,9;8,9;11,3;2,6;7,8;6,3;;;;;;;;;
2018;Maranhão;Urbana;Federal;91,8;88,1;95,7;7,9;9,9;3,2;0,3;2,0;1,1;;;;;;;;;
2018;Maranhão;Rural;Federal;92,9;89,4;--;7,1;9,1;--;0,0;1,5;--;;;;;;;;;
2018;Maranhão;Urbana;Estadual;91,9;84,2;80,4;6,7;9,0;5,3;1,4;6,8;14,3;;;;;;;;;
2018;Maranhão;Rural;Estadual;80,8;82,7;--;11,8;8,7;--;7,4;8,6;--;;;;;;;;;
2018;Maranhão;Urbana;Municipal;88,9;69,8;--;8,7;1,4;--;2,4;28,8;--;;;;;;;;;
2018;Maranhão;Rural;Municipal;89,3;75,5;72,0;8,1;4,3;4,0;2,6;20,2;24,0;;;;;;;;;
2018;Maranhão;Urbana;Particular;98,1;95,6;63,0;1,8;3,4;0,0;0,1;1,0;37,0;;;;;;;;;
2018;Maranhão;Rural;Particular;97,8;86,2;64,9;1,4;3,3;0,0;0,8;10,5;35,1;;;;;;;;;
2018;Maranhão;Urbana;Pública;89,0;84,2;91,7;8,6;9,0;3,8;2,4;6,8;4,5;;;;;;;;;
2018;Maranhão;Rural;Pública;89,1;83,0;72,0;8,2;8,7;4,0;2,7;8,3;24,0;;;;;;;;;
2018;Piauí;Urbana;Federal;--;80,6;--;--;16,5;--;--;2,9;--;;;;;;;;;
2018;Piauí;Rural;Federal;--;78,0;--;--;18,5;--;--;3,5;--;;;;;;;;;
2018;Piauí;Urbana;Estadual;81,8;81,1;93,7;13,5;8,9;2,9;4,7;10,0;3,4;;;;;;;;;
2018;Piauí;Rural;Estadual;76,4;75,9;95,1;15,7;8,6;4,9;7,9;15,5;0,0;;;;;;;;;
2018;Piauí;Urbana;Municipal;88,2;80,6;--;10,2;11,2;--;1,6;8,2;--;;;;;;;;;
2018;Piauí;Rural;Municipal;87,2;--;--;10,6;--;--;2,2;--;--;;;;;;;;;
2018;Piauí;Urbana;Particular;97,0;94,7;93,9;2,9;4,9;6,1;0,1;0,4;0,0;;;;;;;;;
2018;Piauí;Rural;Particular;98,9;98,2;--;1,1;1,8;--;0,0;0,0;--;;;;;;;;;
2018;Piauí;Urbana;Pública;87,3;81,0;93,7;10,6;9,3;2,9;2,1;9,7;3,4;;;;;;;;;
2018;Piauí;Rural;Pública;87,2;76,0;95,1;10,6;9,2;4,9;2,2;14,8;0,0;;;;;;;;;
2018;Ceará;Urbana;Federal;97,1;81,4;78,2;2,9;16,7;19,1;0,0;1,9;2,7;;;;;;;;;
2018;Ceará;Rural;Federal;--;87,4;80,8;--;8,8;6,7;--;3,8;12,5;;;;;;;;;
2018;Ceará;Urbana;Estadual;88,7;90,0;--;7,7;4,9;--;3,6;5,1;--;;;;;;;;;
2018;Ceará;Rural;Estadual;91,6;91,2;--;5,0;4,2;--;3,4;4,6;--;;;;;;;;;
2018;Ceará;Urbana;Municipal;94,6;--;--;4,4;--;--;1,0;--;--;;;;;;;;;
2018;Ceará;Rural;Municipal;95,7;--;--;3,5;--;--;0,8;--;--;;;;;;;;;
2018;Ceará;Urbana;Particular;98,1;96,5;82,5;1,7;3,2;0,0;0,2;0,3;17,5;;;;;;;;;
2018;Ceará;Rural;Particular;99,6;98,9;--;0,4;0,0;--;0,0;1,1;--;;;;;;;;;
2018;Ceará;Urbana;Pública;94,5;89,9;78,2;4,5;5,1;19,1;1,0;5,0;2,7;;;;;;;;;
2018;Ceará;Rural;Pública;95,6;91,2;80,8;3,6;4,3;6,7;0,8;4,5;12,5;;;;;;;;;
2018;Rio Grande do Norte;Urbana;Federal;100,0;86,0;--;0,0;12,0;--;0,0;2,0;--;;;;;;;;;
2018;Rio Grande do Norte;Rural;Federal;--;89,6;--;--;8,4;--;--;2,0;--;;;;;;;;;
2018;Rio Grande do Norte;Urbana;Estadual;79,5;71,3;66,7;17,0;17,9;23,8;3,5;10,8;9,5;;;;;;;;;
2018;Rio Grande do Norte;Rural;Estadual;81,2;75,2;--;15,7;10,9;--;3,1;13,9;--;;;;;;;;;
2018;Rio Grande do Norte;Urbana;Municipal;82,9;--;--;13,9;--;--;3,2;--;--;;;;;;;;;
2018;Rio Grande do Norte;Rural;Municipal;84,0;--;--;12,9;--;--;3,1;--;--;;;;;;;;;
2018;Rio Grande do Norte;Urbana;Particular;97,2;93,4;0,0;2,6;6,2;100,0;0,2;0,4;0,0;;;;;;;;;
2018;Rio Grande do Norte;Rural;Particular;96,5;100,0;--;3,1;0,0;--;0,4;0,0;--;;;;;;;;;
2018;Rio Grande do Norte;Urbana;Pública;81,8;72,8;66,7;14,9;17,3;23,8;3,3;9,9;9,5;;;;;;;;;
2018;Rio Grande do Norte;Rural;Pública;83,8;80,0;--;13,0;10,0;--;3,2;10,0;--;;;;;;;;;
2018;Paraíba;Urbana;Federal;99,3;90,7;--;0,7;7,5;--;0,0;1,8;--;;;;;;;;;
2018;Paraíba;Rural;Federal;--;89,3;--;--;4,7;--;--;6,0;--;;;;;;;;;
2018;Paraíba;Urbana;Estadual;80,7;77,0;--;14,1;11,7;--;5,2;11,3;--;;;;;;;;;
2018;Paraíba;Rural;Estadual;80,0;81,8;--;15,1;8,6;--;4,9;9,6;--;;;;;;;;;
2018;Paraíba;Urbana;Municipal;85,1;62,9;--;11,4;10,2;--;3,5;26,9;--;;;;;;;;;
2018;Paraíba;Rural;Municipal;87,3;--;--;10,2;--;--;2,5;--;--;;;;;;;;;
2018;Paraíba;Urbana;Particular;97,5;95,5;96,9;2,0;3,7;3,1;0,5;0,8;0,0;;;;;;;;;
2018;Paraíba;Rural;Particular;95,5;--;--;3,6;--;--;0,9;--;--;;;;;;;;;
2018;Paraíba;Urbana;Pública;83,9;77,6;--;12,1;11,5;--;4,0;10,9;--;;;;;;;;;
2018;Paraíba;Rural;Pública;86,6;82,1;--;10,6;8,5;--;2,8;9,4;--;;;;;;;;;
2018;Pernambuco;Urbana;Federal;97,9;76,7;83,0;2,1;19,9;16,6;0,0;3,4;0,4;;;;;;;;;
2018;Pernambuco;Rural;Federal;--;83,8;80,2;--;12,6;12,1;--;3,6;7,7;;;;;;;;;
2018;Pernambuco;Urbana;Estadual;94,5;94,3;87,5;4,9;4,7;8,1;0,6;1,0;4,4;;;;;;;;;
2018;Pernambuco;Rural;Estadual;86,5;90,4;87,2;11,2;6,3;8,1;2,3;3,3;4,7;;;;;;;;;
2018;Pernambuco;Urbana;Municipal;89,4;87,5;--;8,8;0,0;--;1,8;12,5;--;;;;;;;;;
2018;Pernambuco;Rural;Municipal;90,1;83,2;--;8,4;4,6;--;1,5;12,2;--;;;;;;;;;
2018;Pernambuco;Urbana;Particular;97,7;95,9;92,7;2,1;3,5;6,7;0,2;0,6;0,6;;;;;;;;;
2018;Pernambuco;Rural;Particular;93,5;98,7;--;5,9;0,9;--;0,6;0,4;--;;;;;;;;;
2018;Pernambuco;Urbana;Pública;90,3;93,9;87,2;8,1;5,0;8,7;1,6;1,1;4,1;;;;;;;;;
2018;Pernambuco;Rural;Pública;89,8;89,7;86,2;8,7;6,8;8,7;1,5;3,5;5,1;;;;;;;;;
2018;Alagoas;Urbana;Federal;--;80,5;43,1;--;15,8;46,7;--;3,7;10,2;;;;;;;;;
2018;Alagoas;Urbana;Estadual;86,1;80,9;50,0;9,1;9,2;0,0;4,8;9,9;50,0;;;;;;;;;
2018;Alagoas;Rural;Estadual;90,9;85,9;--;6,6;6,3;--;2,5;7,8;--;;;;;;;;;
2018;Alagoas;Urbana;Municipal;87,0;--;--;9,3;--;--;3,7;--;--;;;;;;;;;
2018;Alagoas;Rural;Municipal;89,8;--;--;8,1;--;--;2,1;--;--;;;;;;;;;
2018;Alagoas;Urbana;Particular;97,8;96,0;97,6;1,8;3,6;2,4;0,4;0,4;0,0;;;;;;;;;
2018;Alagoas;Rural;Particular;97,1;92,3;--;2,3;7,7;--;0,6;0,0;--;;;;;;;;;
2018;Alagoas;Urbana;Pública;86,9;80,9;43,2;9,3;9,6;46,2;3,8;9,5;10,6;;;;;;;;;
2018;Alagoas;Rural;Pública;89,8;85,9;--;8,0;6,3;--;2,2;7,8;--;;;;;;;;;
2018;Sergipe;Urbana;Federal;89,7;85,9;--;10,3;9,2;--;0,0;4,9;--;;;;;;;;;
2018;Sergipe;Rural;Federal;--;81,9;--;--;11,6;--;--;6,5;--;;;;;;;;;
2018;Sergipe;Urbana;Estadual;79,5;77,5;--;17,3;12,3;--;3,2;10,2;--;;;;;;;;;
2018;Sergipe;Rural;Estadual;83,9;78,7;--;14,1;9,4;--;2,0;11,9;--;;;;;;;;;
2018;Sergipe;Urbana;Municipal;79,4;--;--;17,2;--;--;3,4;--;--;;;;;;;;;
2018;Sergipe;Rural;Municipal;80,4;--;--;16,6;--;--;3,0;--;--;;;;;;;;;
2018;Sergipe;Urbana;Particular;97,0;94,5;--;2,8;5,0;--;0,2;0,5;--;;;;;;;;;
2018;Sergipe;Rural;Particular;96,2;--;--;3,6;--;--;0,2;--;--;;;;;;;;;
2018;Sergipe;Urbana;Pública;79,4;77,6;--;17,3;12,3;--;3,3;10,1;--;;;;;;;;;
2018;Sergipe;Rural;Pública;80,5;79,3;--;16,5;9,8;--;3,0;10,9;--;;;;;;;;;
2018;Bahia;Urbana;Federal;96,6;81,7;--;3,4;15,2;--;0,0;3,1;--;;;;;;;;;
2018;Bahia;Rural;Federal;--;91,8;--;--;6,8;--;--;1,4;--;;;;;;;;;
2018;Bahia;Urbana;Estadual;72,3;71,9;70,1;22,8;18,2;24,5;4,9;9,9;5,4;;;;;;;;;
2018;Bahia;Rural;Estadual;74,1;76,3;75,5;20,4;14,4;18,6;5,5;9,3;5,9;;;;;;;;;
2018;Bahia;Urbana;Municipal;82,8;71,3;--;13,4;12,5;--;3,8;16,2;--;;;;;;;;;
2018;Bahia;Rural;Municipal;82,9;82,3;--;13,4;7,5;--;3,7;10,2;--;;;;;;;;;
2018;Bahia;Urbana;Particular;97,4;95,3;100,0;2,3;4,1;0,0;0,3;0,6;0,0;;;;;;;;;
2018;Bahia;Rural;Particular;93,8;93,2;--;5,4;4,0;--;0,8;2,8;--;;;;;;;;;
2018;Bahia;Urbana;Pública;81,4;72,1;70,1;14,7;18,1;24,5;3,9;9,8;5,4;;;;;;;;;
2018;Bahia;Rural;Pública;82,8;77,6;75,5;13,5;13,5;18,6;3,7;8,9;5,9;;;;;;;;;
2018;Sudeste;Urbana;Federal;94,0;89,2;87,9;5,7;9,6;10,6;0,3;1,2;1,5;;;;;;;;;
2018;Sudeste;Rural;Federal;--;89,0;--;--;9,8;--;--;1,2;--;;;;;;;;;
2018;Sudeste;Urbana;Estadual;93,0;83,1;86,0;5,6;11,4;11,4;1,4;5,5;2,6;;;;;;;;;
2018;Sudeste;Rural;Estadual;92,8;89,3;92,5;5,9;7,0;6,4;1,3;3,7;1,1;;;;;;;;;
2018;Sudeste;Urbana;Municipal;93,6;91,0;--;5,7;7,2;--;0,7;1,8;--;;;;;;;;;
2018;Sudeste;Rural;Municipal;92,2;88,7;--;7,1;7,7;--;0,7;3,6;--;;;;;;;;;
